case_id,activities,resources,months,trace_attr_seriousness,trace_attr_customer,trace_attr_seriousness_2,"y_('>>', 'Assign seriousness')","y_('Create SW anomaly', '>>')","y_('Require upgrade', '>>')","y_('Resolve ticket', '>>')","y_('Take in charge ticket', '>>')","y_('Wait', '>>')"
"('Case 1014', 4)","[1, 12, 14, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[21, 19, 19, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[9, 9, 9, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,383,1,0,0,0,0,0,0
"('Case 1014', 5)","[1, 12, 14, 12, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[21, 19, 19, 19, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[9, 9, 9, 14, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,383,1,0,0,0,0,0,0
"('Case 1014', 6)","[1, 12, 14, 12, 10, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[21, 19, 19, 19, 19, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[9, 9, 9, 14, 14, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,383,1,0,0,0,0,0,0
"('Case 1015', 1)","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,45,0,0,0,0,0,0,0
"('Case 1015', 2)","[1, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[20, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,45,0,0,0,0,0,0,0
"('Case 1015', 3)","[1, 12, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 12, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[20, 20, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,45,0,0,0,0,0,0,0
"('Case 1015', 4)","[1, 12, 10, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 12, 12, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[20, 20, 20, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,45,0,0,0,0,0,0,0
"('Case 1016', 1)","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,372,1,0,0,0,0,0,0
"('Case 1016', 2)","[1, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[21, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[27, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,372,1,0,0,0,0,0,0
"('Case 1016', 3)","[1, 12, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[21, 21, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[27, 27, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,372,1,0,0,0,0,0,0
"('Case 1016', 4)","[1, 12, 10, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[21, 21, 8, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[27, 27, 27, 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,372,1,0,0,0,0,0,0
"('Case 1017', 1)","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,6,0,0,0,0,1,1,0
"('Case 1017', 2)","[1, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[48, 48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,6,0,0,0,0,1,0,0
"('Case 1017', 3)","[1, 12, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 16, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[48, 48, 48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,6,0,0,0,0,0,0,0
"('Case 1017', 4)","[1, 12, 14, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 16, 17, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[48, 48, 48, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,6,0,0,0,0,0,0,0
"('Case 1017', 5)","[1, 12, 14, 10, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 16, 17, 17, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[48, 48, 48, 3, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,6,0,0,0,0,0,0,0
"('Case 1017', 6)","[1, 12, 14, 10, 10, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 16, 17, 17, 17, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[48, 48, 48, 3, 3, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,6,0,0,0,0,0,0,0
"('Case 1018', 1)","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,1,1,0,0,0,0,0,0
"('Case 1018', 2)","[1, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[6, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[46, 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,1,1,0,0,0,0,0,0
"('Case 1018', 3)","[1, 12, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[6, 6, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[46, 46, 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,1,1,0,0,0,0,0,0
"('Case 1018', 4)","[1, 12, 10, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[6, 6, 12, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[46, 46, 46, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,1,1,0,0,0,0,0,0
"('Case 1019', 1)","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,174,0,0,0,0,0,1,0
"('Case 1019', 2)","[1, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[21, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,174,0,0,0,0,0,0,0
"('Case 1019', 3)","[1, 12, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 12, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[21, 25, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,174,0,0,0,0,0,0,0
"('Case 1019', 4)","[1, 12, 14, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 12, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[21, 25, 25, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,174,0,0,0,0,0,0,0
"('Case 1019', 5)","[1, 12, 14, 10, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 12, 1, 1, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[21, 25, 25, 25, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,174,0,0,0,0,0,0,0
"('Case 102', 1)","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,353,3,0,0,0,0,0,0
"('Case 102', 2)","[1, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[17, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[15, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,353,3,0,0,0,0,0,0
"('Case 102', 3)","[1, 12, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[17, 17, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[15, 15, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,353,3,0,0,0,0,0,0
"('Case 102', 4)","[1, 12, 10, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[17, 17, 12, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[15, 15, 15, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,353,3,0,0,0,0,0,0
"('Case 1020', 1)","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,135,0,0,0,0,0,1,0
"('Case 1020', 2)","[1, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[17, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[32, 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,135,0,0,0,0,0,0,0
"('Case 1020', 3)","[1, 12, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[17, 17, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[32, 32, 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,135,0,0,0,0,0,0,0
"('Case 1020', 4)","[1, 12, 14, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[17, 17, 17, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[32, 32, 32, 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,135,0,0,0,0,0,0,0
"('Case 1020', 5)","[1, 12, 14, 10, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[17, 17, 17, 17, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[32, 32, 32, 36, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,135,0,0,0,0,0,0,0
"('Case 1021', 1)","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,339,0,0,0,0,0,0,0
"('Case 1021', 2)","[1, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[19, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[30, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,339,0,0,0,0,0,0,0
"('Case 1021', 3)","[1, 12, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[19, 12, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[30, 30, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,339,0,0,0,0,0,0,0
"('Case 1021', 4)","[1, 12, 10, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[19, 12, 12, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[30, 30, 30, 34, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,339,0,0,0,0,0,0,0
"('Case 1022', 1)","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,75,0,0,0,0,0,0,0
"('Case 1022', 2)","[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[15, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,75,0,0,0,0,0,0,0
"('Case 1022', 3)","[1, 1, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[15, 15, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,75,0,0,0,0,0,0,0
"('Case 1022', 4)","[1, 1, 12, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 12, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[15, 15, 15, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,75,0,0,0,0,0,0,0
"('Case 1022', 5)","[1, 1, 12, 10, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 12, 12, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[15, 15, 15, 15, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,75,0,0,0,0,0,0,0
"('Case 1023', 1)","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,152,1,0,0,0,1,0,0
"('Case 1023', 2)","[1, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[25, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,152,1,0,0,0,0,0,0
"('Case 1023', 3)","[1, 10, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 12, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[25, 25, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,152,1,0,0,0,0,0,0
"('Case 1023', 4)","[1, 10, 10, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 12, 12, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[25, 25, 25, 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,152,1,0,0,0,0,0,0
"('Case 1024', 1)","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,367,1,0,0,0,0,0,0
"('Case 1024', 2)","[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[5, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[39, 39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,367,1,0,0,0,0,0,0
"('Case 1024', 3)","[1, 1, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[5, 7, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[39, 39, 39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,367,1,0,0,0,0,0,0
"('Case 1024', 4)","[1, 1, 12, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[5, 7, 7, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[39, 39, 39, 39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,367,1,0,0,0,0,0,0
"('Case 1024', 5)","[1, 1, 12, 10, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[5, 7, 7, 7, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[39, 39, 39, 39, 43, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,367,1,0,0,0,0,0,0
"('Case 1025', 1)","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,157,1,0,0,0,0,0,1
"('Case 1025', 2)","[1, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[21, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[23, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,157,1,0,0,0,0,0,1
"('Case 1025', 3)","[1, 12, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[21, 21, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[23, 23, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,157,1,0,0,0,0,0,0
"('Case 1025', 4)","[1, 12, 14, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[21, 21, 12, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[23, 23, 23, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,157,1,0,0,0,0,0,0
"('Case 1025', 5)","[1, 12, 14, 12, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[21, 21, 12, 12, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[23, 23, 23, 27, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,157,1,0,0,0,0,0,0
"('Case 1025', 6)","[1, 12, 14, 12, 10, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[21, 21, 12, 12, 12, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[23, 23, 23, 27, 27, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,157,1,0,0,0,0,0,0
"('Case 1026', 1)","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,6,1,0,0,1,0,0,0
"('Case 1026', 2)","[1, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[6, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[33, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,6,1,0,0,1,0,0,0
"('Case 1026', 3)","[1, 12, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[6, 12, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[33, 33, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,6,1,0,0,0,0,0,0
"('Case 1026', 4)","[1, 12, 8, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[6, 12, 17, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[33, 33, 33, 37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,6,1,0,0,0,0,0,0
"('Case 1026', 5)","[1, 12, 8, 10, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[6, 12, 17, 17, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[33, 33, 33, 37, 37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,6,1,0,0,0,0,0,0
"('Case 1027', 1)","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,366,0,0,0,0,0,1,0
"('Case 1027', 2)","[1, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[29, 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,366,0,0,0,0,0,0,0
"('Case 1027', 3)","[1, 12, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 12, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[29, 29, 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,366,0,0,0,0,0,0,0
"('Case 1027', 4)","[1, 12, 14, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 12, 6, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[29, 29, 29, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,366,0,0,0,0,0,0,0
"('Case 1027', 5)","[1, 12, 14, 10, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 12, 6, 6, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[29, 29, 29, 33, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,366,0,0,0,0,0,0,0
"('Case 1028', 1)","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,363,1,0,0,0,0,0,0
"('Case 1028', 2)","[1, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[21, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[9, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,363,1,0,0,0,0,0,0
"('Case 1028', 3)","[1, 12, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[21, 19, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[9, 14, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,363,1,0,0,0,0,0,0
"('Case 1028', 4)","[1, 12, 10, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[21, 19, 19, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[9, 14, 14, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,363,1,0,0,0,0,0,0
"('Case 1029', 1)","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,338,0,0,0,0,0,0,0
"('Case 1029', 2)","[1, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[32, 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,338,0,0,0,0,0,0,0
"('Case 1029', 3)","[1, 12, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[32, 32, 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,338,0,0,0,0,0,0,0
"('Case 1029', 4)","[1, 12, 10, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 2, 1, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[32, 32, 32, 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,338,0,0,0,0,0,0,0
"('Case 103', 1)","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[34, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,354,3,0,1,0,0,0,1
"('Case 103', 2)","[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[12, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[34, 34, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,354,3,0,1,0,0,0,1
"('Case 103', 3)","[1, 1, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[12, 12, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[34, 34, 34, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,354,3,0,1,0,0,0,1
"('Case 103', 4)","[1, 1, 12, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[12, 12, 7, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[34, 34, 34, 34, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,354,3,0,1,0,0,0,0
"('Case 103', 5)","[1, 1, 12, 14, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[12, 12, 7, 7, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[34, 34, 34, 34, 34, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,354,3,0,0,0,0,0,0
